input_row_key,input_company_name,matched_veridion_id,match_score,status
47,Apple South Asia (Thailand) Co Ltd,05227438-93e5-11eb-8859-29e7c34dee35,73.53,MATCHED
48,ARELION NORWAY AS,,64.47,UNMATCHED (Low Confidence)
49,Arelion AB,34818680-89c1-11ec-a621-3f13cdb5ccc4,74.0,MATCHED
50,ARY COMMUNICATIONS LIMITED,,63.87,UNMATCHED (Low Confidence)
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",,59.92,UNMATCHED (Low Confidence)
52,ASIAINFO DENMARK ApS,,57.14,UNMATCHED (Low Confidence)
53,Atea A/S,431d0020-93e5-11eb-be5a-4f810ab55f2e,88.75,MATCHED
54,ATEA AS,c9fab753-93e4-11eb-919a-b3f9a5ad205c,100.0,MATCHED
55,Atea Sverige AB,10fa6017-93e5-11eb-aa66-9b8d95e2171b,80.38,MATCHED
56,NP Investment A/S,,65.31,UNMATCHED (Low Confidence)
57,ATREBO SL,5f774202-8528-11ec-b5ad-0d28dc61df96,76.66,MATCHED
58,AV CENTER AALBORG ApS,b011b872-93e4-11eb-b4a6-27899be4e45d,78.98,MATCHED
59,aviat networks bangladesh ltd.,65315fc3-0695-11ef-a74a-2d2c9a18d857,79.0,MATCHED
60,Aviat Networks Japan LLC,e34c0a10-93e4-11eb-90d2-e3355a7e800b,79.56,MATCHED
61,AWAN DISTRIBUTION FZC,006decd7-93e5-11eb-9937-4fab995bf8ff,80.5,MATCHED
62,Axteq ApS,79b2afc2-9ba7-11ec-81bb-a98020a63841,100.0,MATCHED
63,Az-Technology Sdn. Bhd.,eea35cb5-1206-11ec-a59d-d5061f333c7e,100.0,MATCHED
64,BAE SYSTEMS APPLIED INTELLIGENCE (INTERNATIONAL) LIMITED,3ea0da62-8ab7-11ec-ac1c-2de22eb6a532,85.49,MATCHED
65,BASICO P/S,9c00c37e-6d04-11ee-b24b-eb147ec3ebc2,100.0,MATCHED
66,"BB CONNECT CO.,LTD.",73933609-0e76-11ec-907e-a76683593b73,75.0,MATCHED
67,Bb Technology Co Ltd,6e4bcefd-115f-11ec-bd3c-8d2e345be4e0,88.75,MATCHED
68,BCD TRAVEL ASIA PACIFIC PTE. LTD.,,62.64,UNMATCHED (Low Confidence)
69,BCD N.V.,7ea57014-93e4-11eb-8ad6-7326edce8d21,86.5,MATCHED
70,BEAT A/S,c62a45a0-6cf1-11ec-bd63-974170f7dbf6,100.0,MATCHED
71,"Beijing Dynamic Power Co., Ltd",d037a93e-18b9-11f0-94fa-471c68e22274,91.35,MATCHED
72,BIGID INC.,1cdc1a43-6dce-11ec-a314-7d00415f726f,100.0,MATCHED
73,Binkies Holding B.V.,,68.29,UNMATCHED (Low Confidence)
74,BLACKWOOD SEVEN A/S,0cb674d5-93e5-11eb-aa66-9b8d95e2171b,100.0,MATCHED
75,Blom Soefeldt - Erhvervspsykologisk radgivning,1f377b2b-0c41-11ec-b09d-95ba7b1bb140,82.95,MATCHED
76,BOOST AI AS,f6ae0b86-93e4-11eb-91fb-73d498260b10,100.0,MATCHED
77,Bording Danmark A/S,2bccad80-93e5-11eb-8474-3bbe2d07207d,81.06,MATCHED
78,Braathens Regional Airways AB,6d7bab68-93e4-11eb-b4a6-27899be4e45d,94.06,MATCHED
79,BRAINCHILD COMMUNICATIONS PAKISTAN (PVT.) LIMITED,efc08410-93e4-11eb-a746-fdabd18be9c6,100.0,MATCHED
80,Brobizz A/S,f6c033f6-93e4-11eb-8859-29e7c34dee35,100.0,MATCHED
81,BUNDGAARD KOLETEKNIK. VEJLE A/S,91a6c984-27a7-11ef-ba21-2b94af863263,93.33,MATCHED
82,Bynder Holding B.V.,2a0c38dd-93e5-11eb-8474-3bbe2d07207d,77.5,MATCHED
83,C&W Services (S) Pte. Ltd.,2d5be122-0a6a-11ec-b841-af64738d2bcd,70.0,MATCHED
84,CAMPANA GROUP PTE. LTD.,73d641b5-93e4-11eb-91fb-73d498260b10,100.0,MATCHED
85,CBRE AS,9dc12706-93e4-11eb-8e19-198fb02d6f96,100.0,MATCHED
86,CBRE Teknisk Servicepartner A/S,57918a20-a8bb-11ed-9a6b-af642bb25f66,100.0,MATCHED
87,CELLUSYS LIMITED,f0e66671-93e4-11eb-b4a6-27899be4e45d,97.86,MATCHED
88,CENTERFORENINGEN FISKETORVET SHOPPING CENTER F.M.B.A.,0729a734-69ff-11ec-a83b-a57bf486820a,80.12,MATCHED
89,CETIN Hungary Zrt.,ffcc1654-120e-11ec-8f83-091abf327b82,100.0,MATCHED
90,CHINA TELECOM GLOBAL LTD,26c39d80-93e5-11eb-be5a-4f810ab55f2e,100.0,MATCHED
91,CHINA UNICOM (SINGAPORE) OPERATIONS PTE. LTD.,bd5d453c-c0b6-11ec-985b-d74077f0fb21,91.0,MATCHED
92,CHUBB GLOBAL RISK ADVISORS PTE. LTD.,4db78ad2-c000-11ec-8d01-9b40ae94c55f,100.0,MATCHED
93,CIBICOM SERVICES A/S,23947da4-93e5-11eb-a33a-a3dfba582839,100.0,MATCHED
94,CIENA LIMITED,a1ba9bc3-93e4-11eb-a736-0f5b20ecb2f1,89.62,MATCHED
95,CISCO INTERNATIONAL LIMITED,,60.87,UNMATCHED (Low Confidence)
96,CISCO NORWAY AS,9efd3f68-c418-11ef-92e8-6df27b7ad8f3,88.75,MATCHED
97,CITERO AS,14fe8332-93e5-11eb-8ad6-7326edce8d21,100.0,MATCHED
98,"CLOUDERA, INC.",def72ee7-93e4-11eb-aa66-9b8d95e2171b,100.0,MATCHED
99,Comba Technologies Sdn. Bhd.,00bc7e85-9307-11ec-9f06-a57206a728ac,85.55,MATCHED
100,COMBA TELECOM LIMITED,85816b51-93e4-11eb-a736-0f5b20ecb2f1,89.84,MATCHED
101,Comengineering Sdn. Bhd.,eb823b24-1e9c-11ee-918e-3b99085851a3,100.0,MATCHED
102,COMMSCOPE SOLUTIONS SINGAPORE PTE. LTD.,02bc49a3-93e5-11eb-b89f-536884b3e7dd,81.08,MATCHED
103,CommScope Technologies AG,ff338e8e-b929-11ed-89f1-bd62b3e1c745,76.49,MATCHED
104,COMMSCOPE TECHNOLOGIES LLC,0094d3b3-1b06-11ec-8d54-8181ab1eaaa9,81.13,MATCHED
105,COMVIVA TECHNOLOGIES LIMITED,8913e0f5-93e4-11eb-91fb-73d498260b10,100.0,MATCHED
106,CONSCIA DANMARK A/S,33c93c45-a7e0-11ef-af89-216a077ca7fb,75.62,MATCHED
107,CONTROL RISKS GROUP LIMITED,be890a78-9d75-11ed-816c-8fdd7f384ea6,91.38,MATCHED
108,CORPORATE COMMUNICATIONS AS,e48e4e11-93e4-11eb-919a-b3f9a5ad205c,100.0,MATCHED
109,"COUPA SOFTWARE, INC.",f62860c0-93e4-11eb-8e19-198fb02d6f96,100.0,MATCHED
110,"COURSERA, INC.",7e044e20-93e4-11eb-8474-3bbe2d07207d,100.0,MATCHED
111,CRAYON A/S,b9ebf60e-f3c1-11ed-afbd-cd002aee0352,77.29,MATCHED
112,CRAYON AS,a8683402-93e4-11eb-919a-b3f9a5ad205c,100.0,MATCHED
113,CRAYON PTE. LTD.,1ca53f3b-1551-11ee-b700-f59c8be33a8a,86.76,MATCHED
114,"CROWDSTRIKE SERVICES, INC.",01be7de3-0c24-11ec-aa7c-a3d935d57c91,87.14,MATCHED
115,Searcher ApS,c7c58151-43ae-11ef-b5d2-e5c02fb4c089,92.2,MATCHED
116,"CUSHMAN & WAKEFIELD SERVICES (THAILAND) CO., LTD.",e8e82741-5871-11ec-b633-39790144a985,100.0,MATCHED
117,DADES Center Ost ApS,1e999e70-93e5-11eb-91fb-73d498260b10,83.8,MATCHED
118,BONNIER BUSINESS PRESS A/S,d73874c7-93e4-11eb-a736-0f5b20ecb2f1,72.03,MATCHED
119,DAILY JURRAT,afbca972-26df-11ef-b361-c186349e3efa,73.0,MATCHED
120,Dansk Kredit Rad,070edae0-93e5-11eb-b4a6-27899be4e45d,76.39,MATCHED
121,DANSK SUNDHEDSSIKRING KOMPLEMENTARSELSKAB ApS,1f89f1e3-93e5-11eb-b5f6-816dd10ac7b0,86.36,MATCHED
122,DANSKE BANK A/S,c6eb5470-93e4-11eb-9937-4fab995bf8ff,100.0,MATCHED
123,Dantec Nordics ApS,fdd5fee0-9bc7-11ec-abde-87ab8965fdf7,100.0,MATCHED
124,DEAS A/S,08e9dc7d-93e5-11eb-919a-b3f9a5ad205c,95.0,MATCHED
125,DEKO-STYLE V/ANJA GRONNE,2840eeb8-93e5-11eb-8859-29e7c34dee35,82.32,MATCHED
126,DELFI TECHNOLOGIES A/S,8647efa3-93e4-11eb-90d2-e3355a7e800b,95.5,MATCHED
127,DELL AS,beddde1c-93e4-11eb-8859-29e7c34dee35,100.0,MATCHED
128,Dell Corporation (Thailand) Co Ltd,,69.17,UNMATCHED (Low Confidence)
129,DELL PRODUCTS,db126bb1-6d0e-11ec-bd4d-65aaf75c66b8,83.8,MATCHED
130,DELOITTE ADVOKATFIRMA AS,b656cae1-93e4-11eb-8ad6-7326edce8d21,77.98,MATCHED
131,DELOITTE AS,b69603af-1aff-11ec-bc98-195cbdc2446a,87.73,MATCHED
132,Deloitte Consulting (Sea) Sdn. Bhd.,4d8576a2-14c1-11ee-98f2-2b13cee7793d,93.82,MATCHED
133,DELOITTE STATSAUTORISERET REVISIONSPARTNERSELSKAB,b14fddd0-93e4-11eb-b89f-536884b3e7dd,92.11,MATCHED
134,"DELTA EJENDOM, AALBORG A/S",,67.78,UNMATCHED (Low Confidence)
135,ELTEK AS,169a31db-93e5-11eb-919a-b3f9a5ad205c,100.0,MATCHED
136,DELTA ELECTRONICS INT'L (SINGAPORE) PTE. LTD.,70923a3d-93e4-11eb-a33a-a3dfba582839,89.29,MATCHED
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,2d504056-93e5-11eb-9937-4fab995bf8ff,82.58,MATCHED
138,DIAL ZERO (PRIVATE) LIMITED,9d28dea3-93e4-11eb-86dd-ffbd1b53140e,89.09,MATCHED
139,Nets Denmark A/S,1821bc30-93e5-11eb-a746-fdabd18be9c6,100.0,MATCHED
140,DIGI TELECOMMUNICATIONS SDN BHD,c2b35013-93e4-11eb-b997-8dd98d09cf25,100.0,MATCHED
142,DK HOSTMASTER A/S,2015b020-725d-11ec-8323-2bafca655da8,73.0,MATCHED
143,DNA OYJ,880cd138-93e4-11eb-9937-4fab995bf8ff,100.0,MATCHED
144,DNB Bank Karl Johan,6c480d67-93e4-11eb-97db-273ba5953680,86.94,MATCHED
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",,60.34,UNMATCHED (Low Confidence)
146,Dtac Trinet Co Ltd,5ed6dfd6-205c-11ee-8d01-ef4abbbd90e4,71.3,MATCHED
147,DUBEX A/S,18777d50-93e5-11eb-be3a-7f925cb94351,100.0,MATCHED
148,DXC TECHNOLOGY NORGE AS,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,74.84,MATCHED
149,DXC Technology Sverige AB,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,89.0,MATCHED
150,Dynamic-Telecommunication Sdn. Bhd.,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,82.31,MATCHED
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,6cc2cc31-a630-11ed-9a26-bbb8582c677b,100.0,MATCHED
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,100.0,MATCHED
153,"Eastcompeace Technology Co.,Ltd",d3e5dfe4-123f-11ec-b7b8-257f68cd18d4,100.0,MATCHED
154,Ecapacity A/S,2a2e9a98-1200-11ec-b96f-e38fcfed8310,100.0,MATCHED
156,ECI MEDIA MANAGEMENT AB,2b50edd1-93e5-11eb-a746-fdabd18be9c6,100.0,MATCHED
157,Edotco Group Sdn. Bhd.,c01a55bf-93e4-11eb-9937-4fab995bf8ff,75.71,MATCHED
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,00585f10-03dd-11ec-88c1-8d1ee037d45b,79.75,MATCHED
159,Egencia Denmark A/S,386ddce7-93e5-11eb-b4a6-27899be4e45d,76.43,MATCHED
160,EGENCIA LLC,3198bf61-93e5-11eb-8e19-198fb02d6f96,87.5,MATCHED
161,EGENCIA NORWAY AS,,65.13,UNMATCHED (Low Confidence)
162,Egencia Sweden AB,,63.73,UNMATCHED (Low Confidence)
163,Egeneration Limited,605bddb0-e825-11ec-a6bd-83a5ad8c989e,100.0,MATCHED
164,ELGIGANTEN GROSSIST A/S,a2262c10-f5c0-11ed-bf28-41d352466f20,75.28,MATCHED
165,ELTEL NETWORKS CONNECT A/S,f2d78814-93e4-11eb-8859-29e7c34dee35,86.5,MATCHED
166,Energy Cool ApS,ab422f07-93e4-11eb-86dd-ffbd1b53140e,100.0,MATCHED
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,,59.34,UNMATCHED (Low Confidence)
168,ENERGI HOBRO TELE A/S,b6dc75a2-93e4-11eb-aa66-9b8d95e2171b,85.79,MATCHED
169,Enreach Campaigns A/S,,58.33,UNMATCHED (Low Confidence)
170,Ericsson (Malaysia) Sdn. Bhd.,869f6933-e6fe-11ee-a4cc-db6ddf3d40c6,73.6,MATCHED
171,Ericsson (Thailand) Limited,d2916f52-250a-11ec-8093-db09f614eb78,100.0,MATCHED
172,ERICSSON AB,334cae31-0bcc-11ec-a040-cbff7458f722,100.0,MATCHED
173,ERICSSON AS,ff083300-a7b5-11ed-bec3-afeedabcf530,73.75,MATCHED
174,ERICSSON DANMARK A/S,,63.63,UNMATCHED (Low Confidence)
175,ERNST & YOUNG LLP,,59.45,UNMATCHED (Low Confidence)
176,EY Godkendt Revisionspartnerselskab,f977dde5-f3a1-11ed-b737-7b786e8fdbf4,86.46,MATCHED
177,ERP DENMARK ApS,33a00afc-f81d-11ed-8ed0-97e170af3960,79.75,MATCHED
178,Estel Technologies Private Limited,e87217f9-93e4-11eb-8ad6-7326edce8d21,79.6,MATCHED
179,EUTELSAT S.A.,328c2081-25e7-11ec-a051-939956ac8241,91.0,MATCHED
180,Ework Group AB (Publ),8674cc02-93e4-11eb-be5a-4f810ab55f2e,84.17,MATCHED
181,EWORK NORDIC ApS,c2b5c128-93e4-11eb-8ad6-7326edce8d21,75.57,MATCHED
182,EWORK GROUP NORWAY AS,ef614d16-93e4-11eb-aa66-9b8d95e2171b,78.48,MATCHED
183,EXFO Ltd.,3034bc10-74ad-11ed-9364-a958028bfff1,77.5,MATCHED
184,EXIDE TECHNOLOGIES AS,2253d9c0-1ea3-11ee-b65c-eb6aa2a5b79c,84.14,MATCHED
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,14903104-93e5-11eb-90d2-e3355a7e800b,84.25,MATCHED
186,Extenda Retail AS Avd Oslo,5890bff3-112b-11ec-b06c-d1fadf322ad0,89.05,MATCHED
187,F5 NETWORKS LIMITED,7657825a-70c8-11ed-b7c2-39c75d5cc1e9,80.22,MATCHED
188,FACEBOOK IRELAND LIMITED,7a9a4229-6822-11ed-8d4e-114c607a2511,81.06,MATCHED
189,Falck Danmark A/S,e9312230-93e4-11eb-86dd-ffbd1b53140e,90.45,MATCHED
190,Fastbridge Malaysia Sdn Bhd,4bd4a421-725b-11ec-a37c-11c248193b5d,75.57,MATCHED
191,Favro Holding AB,ff5c55c1-93e4-11eb-aa66-9b8d95e2171b,80.0,MATCHED
192,Fiberail Sdn. Bhd.,cfbf9d41-93e4-11eb-a736-0f5b20ecb2f1,81.68,MATCHED
193,Fibrecomm Network (M) Sdn. Bhd.,aade3d11-93e4-11eb-919a-b3f9a5ad205c,100.0,MATCHED
194,DANSK HALON TEKNIK ApS,149e2513-aac5-11ef-8555-0dd834e09bbc,74.56,MATCHED
195,FORM DANMARK ApS,44240fe3-93e5-11eb-919a-b3f9a5ad205c,91.52,MATCHED
196,SYKES ENTERPRISES NORWAY AS,33003ea0-93e5-11eb-b5f6-816dd10ac7b0,70.75,MATCHED
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,4b912e03-2d51-11ed-9dca-a136f2c2d761,87.59,MATCHED
198,GARTNER NORGE AS,21d91ebf-1b00-11ec-a8e8-f10d0988514b,100.0,MATCHED
199,GBT TRAVEL SERVICES UK LIMITED,85de0a40-93e4-11eb-90d2-e3355a7e800b,79.09,MATCHED
200,Genex Infosys Limited,ce7a4c04-93e4-11eb-90d2-e3355a7e800b,100.0,MATCHED
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,fce143ad-93e4-11eb-86dd-ffbd1b53140e,89.0,MATCHED
202,GINTEL AS,404994d0-93e5-11eb-8474-3bbe2d07207d,100.0,MATCHED
203,GLOBALCONNECT A/S,d9a64075-93e4-11eb-9937-4fab995bf8ff,72.5,MATCHED
204,Glory Fashions Ltd.,fe92eb43-93e4-11eb-9937-4fab995bf8ff,85.0,MATCHED
205,Goecker Service A/S,eb6bf704-93e4-11eb-97db-273ba5953680,88.0,MATCHED
206,GOGIFT.COM A/S,b8ca3bec-93e4-11eb-9937-4fab995bf8ff,92.5,MATCHED
207,Google Asia Pacific Pte. Ltd.,1d514729-01ae-11ef-ba8c-a5c322c4d97c,75.17,MATCHED
208,Google Cloud EMEA Limited,9b99eb38-8535-11ed-b736-cdd032151ab1,100.0,MATCHED
209,GOOGLE COMMERCE LIMITED,be55a775-c4b2-11ec-af9f-718ab7b26330,100.0,MATCHED
210,GOOGLE IRELAND LIMITED,c9226d45-aa22-11ed-bb93-cd216f6acc3c,89.05,MATCHED
211,GRAMEENPHONE LTD,0e257043-dc98-11ef-b8b0-a1dc081da81f,89.84,MATCHED
212,Grassfish Denmark ApS,03ae71d3-93e5-11eb-aa66-9b8d95e2171b,75.49,MATCHED
213,Green Packet Berhad,ba0505da-93e4-11eb-97db-273ba5953680,100.0,MATCHED
214,GreenMind A/S,205a2882-092a-11ee-b84c-9b2922821bc8,78.56,MATCHED
215,grey advertising ( bangladesh) ltd.,fd557720-5982-11ec-a195-fb7c9849e658,100.0,MATCHED
216,GSM ASSOCIATION,b1eae542-93e4-11eb-aa66-9b8d95e2171b,88.33,MATCHED
217,"HARBIN COSLIGHT NEW ENERGY CO., LTD.",4214b8bf-1d88-11ef-a07a-c90c75a354c8,71.22,MATCHED
218,HE SIKRING A/S,,69.25,UNMATCHED (Low Confidence)
219,HELP Forsakring filial,8dbea451-93e4-11eb-a33a-a3dfba582839,86.62,MATCHED
220,HELP FORSIKRING AS,a90e10f4-93e4-11eb-be5a-4f810ab55f2e,100.0,MATCHED
221,"HELP FORSIKRING,FILIAL AF HELP FORSIKRING AS, NORGE",bb79f296-93e4-11eb-86dd-ffbd1b53140e,80.71,MATCHED
222,HERM. RASMUSSEN A/S,8de2ce1b-93e4-11eb-a33a-a3dfba582839,93.71,MATCHED
223,HEST AGENTUR AS,19b24740-93e5-11eb-aa66-9b8d95e2171b,100.0,MATCHED
224,HETEK A/S,6cf9d142-93e4-11eb-8859-29e7c34dee35,100.0,MATCHED
225,Hewlett-Packard (M) Sdn Bhd,c4a8edac-a10f-11ed-8865-3b27972b8eff,85.0,MATCHED
226,Hewlett-Packard (Thailand) Ltd.,b4aa7732-5f7b-11ed-9ad1-5ba8e7935b78,85.0,MATCHED
227,HEWLETT-PACKARD ApS,571d319b-1e68-11ee-8977-f9df9a4bf47f,80.14,MATCHED
228,HEWLETT-PACKARD NORGE AS,00bb2912-918f-11ed-b02c-eb054ee9ca4a,73.0,MATCHED
229,"Hewlett Packard Singapore (Sales) Pte., Ltd.",d3c03269-e0ca-11ee-af37-875b13c328d9,72.26,MATCHED
230,HEWLETT-PACKARD SVERIGE AB,4676a351-f930-11ed-b4e8-cf8e051b3eab,100.0,MATCHED
231,"HIGH TOUCH, INC.",d778d926-93e4-11eb-be5a-4f810ab55f2e,84.03,MATCHED
232,HOLDSPORT.DK ApS,acbf3216-93e4-11eb-a746-fdabd18be9c6,93.57,MATCHED
233,HOPPECKE BATTERIEN GMBH & CO. KG,4d284b47-0afe-11ec-b45f-7fdf93e89edf,100.0,MATCHED
234,HP INC (THAILAND) COMPANY LIMITED,f6162cf3-5a2d-11ed-be40-7d734d234848,82.6,MATCHED
235,HP INC DANMARK ApS,e861f812-cf3e-11ed-a9e6-41f52173ea03,95.5,MATCHED
236,HP NORGE AS,6fb6df80-918f-11ed-9198-5108792e5842,100.0,MATCHED
237,Hp Pps Sales Sdn. Bhd.,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,100.0,MATCHED
238,HP PPS SINGAPORE (SALES) PTE. LTD.,28cb5283-f474-11ec-9207-43fec1f49158,77.29,MATCHED
239,HUAWEI INTERNATIONAL PTE. LTD.,81727301-2350-11ec-be87-a3acfe0d4893,100.0,MATCHED
240,Huawei Technologies (Bangladesh) Limited.,b51941d7-93e4-11eb-a746-fdabd18be9c6,100.0,MATCHED
241,HUAWEI TECHNOLOGIES (DENMARK) ApS,47d1fe26-4a46-11ef-a31d-a303c6a91d6a,85.73,MATCHED
242,Huawei Technologies (Malaysia) Sdn. Bhd.,3e229adb-f5be-11ed-9659-9b00f4ea9e93,88.43,MATCHED
243,"HUAWEI TECHNOLOGIES (THAILAND) CO., LTD.",8a15fed6-1b00-11ec-9b25-637f12b6c164,84.38,MATCHED
244,HUAWEI TECHNOLOGIES NORWAY AS,fea798e2-1afc-11ec-9308-05476ec24aab,100.0,MATCHED
245,HUAWEI TECHNOLOGIES PAKISTAN (PRIVATE) LIMITED,ca2f9ba8-8aa4-11ec-9066-739984ffef59,86.4,MATCHED
246,Huawei Technologies Sweden AB,d15378e1-04d0-11ec-a6a3-7d13d87fe979,100.0,MATCHED
247,HUBER+SUHNER A/S,7d5aecb0-1b05-11ec-88d5-df9161de908b,87.31,MATCHED
248,Huber+Suhner AG,0ac24602-93e5-11eb-8474-3bbe2d07207d,100.0,MATCHED
249,HUBER+SUHNER ELECTRONICS PRIVATE LIMITED,,64.62,UNMATCHED (Low Confidence)
250,Hum Network Limited,395074a2-93e5-11eb-a746-fdabd18be9c6,75.56,MATCHED
251,Human Edge Management AG,14161f0e-93e5-11eb-97db-273ba5953680,100.0,MATCHED
252,Hydro Energi AS,f035adb0-d13e-11ec-a4fa-c3f40e4b757a,75.45,MATCHED
253,IBM DANMARK A/S,0131b200-93e5-11eb-a736-0f5b20ecb2f1,89.84,MATCHED
254,Idemia France SAS,33e93227-8a9a-11ec-8f0a-eb02b2415b08,100.0,MATCHED
255,OBERTHUR TECHNOLOGIES NORWAY AS,,63.07,UNMATCHED (Low Confidence)
256,"IKANO BANK, FILIAL AF IKANO BANK AB (PUBL), SVERIGE",16d6c5a0-93e5-11eb-90d2-e3355a7e800b,76.77,MATCHED
257,Imi Mobile Vas Limited,5c604c8f-003e-11ec-bc8f-fb23a8912032,81.25,MATCHED
258,IMIMOBILE EUROPE LIMITED,25bf4898-a69a-11ec-9108-57519746fb39,100.0,MATCHED
